Name	|	Abilities	|	Evolutions	|	Habitats	|	Move List
grookey	|	"['basic ability 1: overgrow', 'basic ability 2: frisk', 'adv ability 1: drown out', 'adv ability 2: celebrate', 'high ability: grassy surge']"	|	"['1 - grookey', '2 - thwackey minimum 15', '3 - rillaboom minimum 30']"	|	"['forest', 'rainforest']"	|	"['1 scratch - normal', '1 growl - normal', '6 branch poke - grass', '8 taunt - dark', '12 razor leaf - grass', '17 screech - normal', '20 knock off - dark', '24 slam - normal', '28 uproar - normal', '32 wood hammer - grass', '36 endeavor - normal']"
thwackey	|	"['basic ability 1: overgrow', 'basic ability 2: vital spirit', 'adv ability 1: drown out', 'adv ability 2: celebrate', 'high ability: grassy surge']"	|	"['1 - grookey', '2 - thwackey minimum 15', '3 - rillaboom minimum 30']"	|	"['forest', 'rainforest']"	|	"['evo double hit - normal', '6 branch poke - grass', '8 taunt - dark', '12 razor leaf - grass', '1 9 screech - normal', '2 4 knock off - dark', '30 slam - normal', '36 uproar - normal', '42 wood hammer - grass', '48 endeavor - normal']"
rillaboom	|	"['basic ability 1: overgrow', 'basic ability 2: vital spirit', 'adv ability 1: drown out', 'adv ability 2: abominable', 'high ability: grassy surge']"	|	"['1 - grookey', '2 - thwackey minimum 15', '3 - rillaboom minimum 30']"	|	"['forest', 'rainforest']"	|	"['evo drum beating - grass', '6 branch poke - grass', '8 taunt - dark', '12 razor leaf - grass', '19 screech - normal', '24 knock off - dark', '30 slam - normal', '38 uproar - normal', '46 wood hammer - grass', '54 endeavor - normal', '62 boomburst - normal']"
scorbunny	|	"['basic ability 1: blaze', 'basic ability 2: limber', 'adv ability 1: sprint', 'adv ability 2: tangled feet', 'high ability: protean']"	|	"['1 - scorbunny', '2 - raboot minimum 15', '3 - cinderace minimum 30']"	|	['grassland']	|	"['1 tackle - normal', '1 growl - normal', '6 ember - fire', '8 quick attack - normal', '1 2 double kick - fighting', '1 7 flame charge - fire', '20 agility - psychic', '24 headbutt - normal', '28 counter - fighting', '32 bounce - flying', '36 double - edge - normal']"
raboot	|	"['basic ability 1: blaze', 'basic ability 2: limber', 'adv ability 1: sprint', 'adv ability 2: tangled feet', 'high ability: protean']"	|	"['1 - scorbunny', '2 - raboot minimum 15', '3 - cinderace minimum 30']"	|	['grassland']	|	"['6 ember - fire', '8 quick attack - no rmal 12 double kick - fighting', '1 9 flame charge - fire', '24 agility - psychic', '30 headbutt - normal', '36 counter - fighting', '42 bounce - flying', '48 double - edge - normal']"
cinderace	|	"['basic ability 1: blaze', 'basic ability 2: limber', 'adv ability 1: sprint', 'adv ability 2: tangled feet', 'high ability: protean']"	|	"['1 - scorbunny', '2 - raboot minimum 15', '3 - cinderace minimum 30']"	|	['grassland']	|	"['evo pyro ball - fire', '6 ember - fire', '8 quick attack - normal', '12 double kick - fighting', '1 9 flame charge - fire', '24 agility - psychic', '30 headbutt - normal', '38 counter - fighting', '46 bounce - flying', '54 double - edge - normal', '62 court change - normal',]"
sobble	|	"['basic ability 1: torrent', 'basic ability 2: cute tears', 'adv ability 1: sniper', 'adv ability 2: damp', 'high ability: mimicry']"	|	"['1 - sobble', '2 - drizzile minimum 15', '3 - inteleon minimum 30']"	|	"['freshwater', 'marsh']"	|	"['1 pound - normal', '1 growl - normal', '6 water', 'gun - water', '8 bind - normal', '12 water', 'pulse - water', '17 tearful look - normal', '20 sucker punch - dark', '24 u - turn - normal', '28 liquidation - normal', '32 soak - water', '36 rain dance - water']"
drizzile	|	"['basic ability 1: torrent', 'basic ability 2: oblivious', 'adv ability 1: sniper', 'adv ability 2: damp', 'high ability: mimicry']"	|	"['1 - sobble', '2 - drizzile minimum 15', '3 - inteleon minimum 30']"	|	"['freshwater', 'marsh']"	|	"['6 water', 'gun - water', '8 bind - normal', '12 water', 'pulse - water', '19 tearful look - normal', '24 sucker punch - dark', '30 u - turn - normal', '36 liquidation - normal', '42 soak - water', '48 rain dance - water']"
inteleon	|	"['basic ability 1: torrent', 'basic ability 2: oblivious', 'adv ability 1: sniper', 'adv ability 2: damp', 'high ability: mimicr y']"	|	"['1 - sobble', '2 - drizzile minimum 15', '3 - inteleon minimum 30']"	|	"['freshwater', 'marsh']"	|	"['evo snipe shot - water', '6 water', 'gun - water', '8 bind - normal', '12 water', 'pulse - water', '19 tearful look - normal', '24 sucker punch - dark', '30 u - turn - normal', '3 8 liquidation - normal', '4 6 soak - water', '54 rain dance - water', '62 hydro pump - water']"
skwovet	|	"['basic ability 1: run away', 'basic ability 2: gluttony', 'adv ability 1: lunchbox', 'adv ability 2: rattled', 'high ability: big swallow']"	|	"['1 - skwovet', '2 - greedent minimum 25']"	|	"['forest', 'grassland', 'urban']"	|	"['1 tackle - normal', '1 tail whip - normal', '5 bite - dark', '1 0 stuff cheeks - normal', '1 5 stockpile - normal', '15 swallow - normal', '15 spit up - normal', '20 body slam - normal', '25 rest - psychic', '30 counter - fighting', '35 bullet seed - grass', '40 super fang - normal', '45 belch - poison']"
greedent	|	"['basic ability 1: oblivious', 'basic ability 2: gluttony', 'adv abili ty 1: lunchbox', 'adv ability 2: guts', 'high ability: big swallow']"	|	"['1 - skwovet', '2 - greedent minimum 25']"	|	"['forest', 'grassland', 'urban']"	|	"['evo covet - normal', '5 bite - dar k 10 stuff cheeks - normal', '15 stockpile - normal', '15 swallow - normal', '15 spit up - normal', '20 body slam - normal', '2 7 rest - psychic', '3 4 counter - fighting', '41 bullet seed - grass', '4 8 super fang - normal', '55 belch - poison']"
rookidee	|	"['basic ability 1: keen eye', 'basic ability 2: moxie', 'adv ability 1: unnerve', 'adv ability 2: guts', 'high ability: big pecks']"	|	"['1 - rookidee', '2 - corvisquire minimum 15', '3 - corviknight minimum 30']"	|	"['forest', 'grassland']"	|	"['1 peck - flying', '1 leer - normal', '4 power trip - dark', '8 hone claws - dark', '1 2 fury attack - normal', '1 6 pluck - flying', '20 taunt - dark', '24 scary face - normal', '28 drill peck - flying', '32 swagger - normal', '36 brave bird - flying']"
corvisquire	|	"['basic ability 1: keen eye', 'basic ability 2: moxie', 'adv ability 1: unnerve', 'adv ability 2: guts', 'high ability: big pecks']"	|	"['1 - rookidee', '2 - corvisquire minimum 15', '3 - corviknight minimum 30']"	|	"['forest', 'grassland']"	|	"['4 power trip - dark', '8 hone claws - dark', '12 fury attack - normal', '16 pluck - flying', '22 taunt - dark', '28 scary face - normal', '34 drill peck - flying', '40 swagger - normal', '46 brave bird - flying']"
corviknight	|	"['basic ability 1: pressure', 'basic ability 2: moxie', 'adv ability 1: unnerve', 'adv ability 2: guts', 'high ability: mirror armor']"	|	"['1 - rookidee', '2 - corvisquire minimum 15', '3 - corviknight minimum 30']"	|	"['forest', 'grassland']"	|	"['evo s teel wing - steel', '4 power trip - dark', '8 hone claws - dark', '12 fury attack - normal', '16 pluck - flying', '22 taunt - dark', '28 scary face - normal', '34 drill peck - flying', '42 swagger - normal', '50 brave bird - flying']"
blipbug	|	"['basic ability 1: swarm', 'basic ability 2: forewarn', 'adv ability 1: telepathy', 'adv ability 2: compound eyes', 'high ability: shield dust']"	|	"['1 - blipbug', '2 - dottler minimum 10', '3 - orbeetle minimum 30']"	|	['grassland']	|	['1 struggle bug']
dottler	|	"['basic ability 1: swarm', 'basic ability 2: forewarn', 'adv ability 1: telepathy', 'adv ability 2: compound eyes', 'high ability: magic guard']"	|	"['1 - blipbug', '2 - dottler minimum 10', '3 - orbeetle minimum 30']"	|	['grassland']	|	"['evo confusion - psychic', 'evo reflect - psychic', 'evo light screen - psychic']"
orbeetle	|	"['basic ability 1: swarm', 'basic ability 2: forewarn', 'adv ability 1: telepathy', 'adv ability 2: compound eyes', 'high ability: hypnotic']"	|	"['1 - blipbug', '2 - dottler minimum 10', '3 - orbeetle minimum 30']"	|	['grassland']	|	"['4 confuse ray - ghost', '8 magic coat - psychic', '1 2 agility - psychic', '1 6 psybeam - psychic', '20 hypnosis - psychic', '24 ally switch - psychic', '28 bug', 'buzz - bug', '32 mirror coat - psychic', '36 psychic', '- psychic', '40 after you - normal', '44 calm mind - psychic', '48 psychic', 'terrain - psychic']"
nickit	|	"['basic ability 1: run away', 'basic ability 2: stakeout', 'adv ability 1: weird power', 'adv ability 2: unburden', 'high ability: pickpocket']"	|	"['1 - nickit', '2 - thievul minimum 15']"	|	"['forest', 'grassland', 'urban']"	|	"['1 quick attack - normal', '1 tail whip - normal', '4 beat up - dark', '8 hone claws - dark', '12 snarl - dark', '16 assurance - dark', '20 nasty plot - dark', '24 sucker punch - dark', '28 night slash - dark', '32 tail slap - normal', '36 foul play - dark']"
thievul	|	"['basic ability 1: run away', 'basic ability 2: stakeout', 'adv ability 1: weird power', 'adv ability 2: unburden', 'high ability: pickpocket']"	|	"['1 - nickit', '2 - thievul minimum 15']"	|	"['forest', 'grassland', 'urban']"	|	"['evo thief - dark', '4 beat up - dark', '8 hone claws - dark', '12 snarl - dark', '16 assurance - dark', '22 nasty plot - dark', '2 8 sucker punch - dark', '34 night slash - dark', '40 tail slap - normal', '4 6 foul play - dark', '52 parting shot - dark']"
gossifleur	|	"['basic ability 1: effect spore', 'basic ability 2: cotton down', 'adv ability 1: regenerator', 'adv ability 2: lullaby', 'high ability: celebrate']"	|	"['1 - gossifleur', '2 - eldegoss minimum 20']"	|	['grassland']	|	"['1 leafage - grass', '1 sing - normal', '4 rapid spin - normal', '8 sweet scent - normal', '1 2 razor leaf - grass', '16 round - normal', '20 leaf tornado - grass', '24 synthesis - grass', '28 hyper voice - normal', '32 aromatherapy - grass', '36 leaf storm - grass']"
eldegoss	|	"['basic ability 1: effect spore', 'basic ability 2: cotton down', 'adv ability 1: regenerator', 'adv ability 2: lullaby', 'high ability: type aura (grass)']"	|	"['1 - gossifleur', '2 - eldegoss minimum 20']"	|	['grassland']	|	"['evo cotton spore - grass', '4 rapid spin - normal', '8 sweet scent - normal', '12 razor leaf - grass', '16 round - normal', '2 2 leaf tornado - grass', '28 synthesis - grass 34 hyper voice - normal', '40 aromatherapy - grass', '4 6 leaf storm - grass', '52 cotton guard - grass']"
wooloo	|	"['basic ability 1: fluffy', 'adv ability 1 : run away', 'adv ability 2 : friend guard', 'adv ability 3 : rivalry', 'high ability: bulletproof']"	|	"['1 - wooloo', '2 - dubwool minimum 25']"	|	['grassland']	|	"['1 tackle - normal', '1 growl - normal', '4 defense curl - normal', '8 copycat - normal', '1 2 guard split - psychic', '1 6 double kick - fighting', '2 1 headbutt - normal', '25 take down - normal', '28 guard swap - psychic', '32 reversal - fighting', '36 cotton guard - grass', '40 double - edge - normal']"
dubwool	|	"['basic ability 1: fluffy', 'adv ability 1 : steadfast', 'adv ability 2 : friend guard', 'adv ability 3 : rivalry', 'high ability: bulletproof']"	|	"['1 - wooloo', '2 - dubwool minimum 25']"	|	['grassland']	|	"['4 defense curl - normal', '8 copycat - normal', '12 guard split - psychic', '16 double kick - fighting', '21 headbutt - normal', '2 7 take down - normal', '32 guard swap - psychic', '38 reversal - fighting', '44 cotton guard - grass', '5 0 double - edge - normal', '54 last resort - normal']"
chewtle	|	"['basic ability 1: shell armor', 'basic ability 2: swift swim', 'adv ability 1: strong jaw', 'adv ability 2: sturdy', 'high ability: no guard']"	|	"['1 - chew tle', '2 - drednaw minimum 20']"	|	['freshwater']	|	"['1 tackle - normal', '1 water', 'gun - water', '7 bite - dark', '1 4 protect - normal', '21 headbutt - normal', '28 counter - fighting', '35 jaw lock - dark', '42 liquidation - water', '49 body slam - normal']"
drednaw	|	"['basic ability 1: shell armor', 'basic ability 2: swift swim', 'adv ability 1: strong jaw', 'adv ability 2: sturdy', 'high ability: no guard']"	|	"['1 - chewtle', '2 - drednaw minimum 20']"	|	['freshwater']	|	"['evo rock', 'tomb - rock', '7 bite - dark', '14 protect - normal', '21 headbutt - normal', '30 counter - fighting', '3 9 jaw lock - dark', '48 liquidation - water', '57 body slam - normal', '6 6 head smash - rock']"
yamper	|	"['basic ability 1: ball fetch', 'adv ability 1 : rattled', 'adv ability 2 : electrodash', 'adv ability 3 : gluttony', 'high ability: bodyguard']"	|	"['1 - yamper', '2 - boltund minimum 25']"	|	"['grassland', 'urban']"	|	"['1 tackle - normal', '1 tail whip - normal', '5 nuzzle - electric', '1 0 bite - dark', '1 5 roar - normal', '20 spark - electric', '25 charm - fairy', '30 crunch - dark', '35 charge - electric', '40 wild charge - electric', '45 play rough - fairy']"
boltund	|	"['basic ability 1: strong jaw', 'adv ability 1 : defiant', 'adv ability 2 : electrodash', 'adv ability 3 : intimidate', 'high ability: bodyguard']"	|	"['1 - yamper', '2 - boltund minimum 25']"	|	"['grassland', 'urban']"	|	"['5 nuzzle - electric', '10 bite - dark', '15 roar - normal', '20 spark - electric', '28 charm - fairy', '34 crunch - dark', '41 charge - electric', '4 8 wild charge - electric', '55 play rough - fairy', '62 electric', 'terrain - electric']"
rolycoly	|	"['basic ability 1: flash fire', 'basic ability 2: steam engine', 'adv ability 1: sturdy', 'adv ability 2: fiery crash', 'high ability: speed boost']"	|	"['1 - rolycoly', '2 - carkol minimum 20', '3 - coaloss al minimum 30']"	|	"['cave', 'grassland']"	|	"['1 tackle - normal', '1 smokescreen - normal', '5 rapid spin - normal', '10 smack down - rock', '15 rock', 'polish - rock', '20 ancient power - rock', '25 incinerate - fire', '30 stealth rock', '- rock', '35 heat crash - fire', '40 rock', 'blast - rock']"
carkol	|	"['basic ability 1: flash fire', 'basic ability 2: ste am engine', 'adv ability 1: sturdy', 'adv ability 2: fiery crash', 'high ability: speed boost']"	|	"['1 - rolycoly', '2 - carkol minimum 20', '3 - coalossal minimum 30']"	|	['cave']	|	"['evo flame charge - fire', '5 rapid spin - normal', '10 smack down - rock', '15 rock', 'polish - rock', '20 ancient power - rock', '2 7 incinerate - fire', '35 stealth rock', '- rock', '41 heat crash - fire', '4 8 rock', 'blast - rock', '55 burn up - fire'']"
coalossal	|	"['basic ability 1: flash fire', 'basic ability 2: steam engine', 'adv ability 1: sturdy', 'adv ability 2: fiery crash', 'high ability: speed boost']"	|	"['1 - rolycoly', '2 - carkol minimum 20', '3 - coalossal minimum 30']"	|	['cave']	|	"['evo tar shot - rock', '5 rapid spin - normal', '10 smack down - rock', '15 rock', 'polish - rock', '20 ancient power - rock', '2 7 incinerate - fire', '37 stealth rock', '- rock', '45 heat crash - fire', '54 rock', 'blast - rock', '63 burn up - fire']"
applin	|	"['basic ability 1: gluttony', 'basic ability 2: immunity', 'adv ability 1: ripen', 'adv ability 2: decoy', 'high ability: bulletproof']"	|	"['1 - applin', '2 - flapple minimum 20', '2 - appletun minimum 20']"	|	"['forest', 'grassland']"	|	"['1 withdraw - water', '1 astonish - ghost']"
flapple	|	"['basic ability 1: gluttony', 'basic ability 2: liquid ooze', 'adv ability 1: ripen', 'adv ability 2: hustle', 'high ability: flutter']"	|	"['1 - applin', '2 - flapple minimum 20']"	|	"['forest', 'grassland']"	|	"['evo wing a ttack - flying', '4 acid spray - poison', '8 acrobatics - flying', '1 2 leech seed - grass', '16 protect - normal', '20 dragon', 'breath - dragon', '24 dragon', 'dance - dragon', '28 dragon', 'pulse - dragon', '32 grav apple - grass', '36 iron defense - steel', '40 fly - flying', '44 dragon', 'rush - dragon']"
appletun	|	"['basic ability 1: gluttony', 'basic ability 2: sweet veil', 'adv ability 1: ripen', 'adv ability 2: danger syrup', 'high ability: thick fat']"	|	"['1 - applin', '2 - appletun minimum 20']"	|	"['forest', 'grassland']"	|	"['evo headbutt - normal', '4 curse - ghost', '8 stomp - normal', '12 leech seed - grass', '16 protect - normal', '20 bullet seed - grass', '24 recover - normal', '28 apple acid - grass', '32 body slam - normal', '36 iron defense - steel', '40 dragon', 'pulse - dragon', '44 energy ball - grass'']"
silicobra	|	"['basic ability 1: shed skin', 'basic ability 2: sand veil', 'adv ability 1: sand spit', 'adv ability 2: rattled', 'high ability: sand stream']"	|	"['1 - silicobra', '2 - sandaconda minimum 30']"	|	['desert']	|	"['1 wrap - normal', '1 sand attack - ground', '5 minimize - normal', '1 0 brutal swing - dark', '1 5 bulldoze - ground', '20 headbutt - normal', '25 glare - normal', '30 dig - ground', '35 sandstorm - rock', '40 slam - normal', '45 coil - poison', '50 sand tomb - ground'']"
sandaconda	|	"['basic ability 1: shed skin', 'basic ability 2: sand veil', 'adv ability 1: sand spit', 'adv ability 2: intimidate', 'high ability: sand stream']"	|	"['1 - silicobra', '2 - sandaconda minimum 30']"	|	['desert']	|	"['5 minimize - normal', '10 brutal swing - dark', '15 bulldoze - ground', '20 headbutt - normal', '25 glare - normal', '30 dig - ground', '35 sandstorm - rock', '4 2 slam - normal', '4 9 coil - poison', '5 1 sand tomb - ground']"
cramorant	|	"['basic ability 1: gulp missile', 'adv ability 1 : gluttony', 'adv ability 2 : oblivious', 'adv ability 3 : early bird', 'high ability : strange tem po']"	|	['1 - cramorant']	|	['freshwater']	|	"['1 peck - flying', '1 stockpile - normal', '1 swallow - normal', '1 spit up - normal', '7 water', 'gun - water', '1 4 fury attack - normal', '2 1 pluck - flying', '28 dive - water', '35 drill peck - flying', '42 amnesia - psychic', '49 thrash - normal', '56 hydro pump - water']"
arrokuda	|	"['basic ability 1: swift swim', 'basic ability 2: stakeout', 'adv ability 1: propeller tail', 'adv ability 2: aqua bullet', 'high ability: vanguard']"	|	"['1 - arrokuda', '2 - barraskewda minimum 25']"	|	['fresh water']	|	"['1 peck - flying', '1 aqua jet - water', '6 fury attack - normal', '1 2 bite - dark', '1 8 agility - psychic', '24 dive - water', '30 laser focus - normal', '36 crunch - dark', '42 liquidation - water', '48 double - edge - normal']"
barraskewda	|	"['basic ability 1: swift swim', 'basic ability 2: stakeout', 'adv ability 1: propeller tail', 'adv ability 2: aqua bullet', 'high ability: vanguard']"	|	"['1 - arrokuda', '2 - barraskewda minimum 25']"	|	['fresh water']	|	"['6 fury attack - normal', '12 bite - dark', '18 agility - normal', '24 dive - water', '32 laser focus - normal', '40 crunch - dark', '48 liquidation - water', '56 double - edge - normal']"
toxel	|	"['basic ability 1: static', 'basic ability 2: poison point', 'adv ability 1: rattled', 'adv ability 2: klutz', 'high ability: cute tears']"	|	"['1 - toxel', '2 - toxtricity minimum', '2 0']"	|	['marsh']	|	"['1 nuzzle - electric', '1 growl - normal', '1 flail - normal', '1 acid - poison']"
toxtricity	|	"['basic ability 1: plus or minus', 'basic ability 2: poison point', 'adv ability 1: punk rock', 'adv ability 2: technician', 'high ability: prime fury']"	|	"['1 - toxel', '2 - toxtricity minimum 20']"	|	['marsh']	|	"['evo spark - electric', '4 charge - electric', '8 shock wave - electric', '12 scary face - normal', '16 taunt - dark', '20 venoshock - poison', '20 venom drench - poison', '24 screech - normal', '28 swagger - normal', '32 toxic - poison', '36 discharge - electric', '40 poison', 'jab - poison', '44 overdrive - electric', '48 boomburst - normal', '52 shift gear - steel', '52 magnetic flux - electric']"
sizzlipede	|	"['basic ability 1: flame body', 'basic ability 2: magm a armor', 'adv ability 1: flash fire', 'adv ability 2: white smoke', 'high ability: heat mirage']"	|	"['1 - sizzlipede', '2 - centiskorch minimum 30']"	|	"['grassland', 'forest']"	|	"['1 ember - fire', '1 smokescreen - normal', '5 wrap - normal', '1 0 bite - dark', '1 5 flame wheel - fire', '20 bug', 'bite - bug', '25 coil - poison', '30 slam - normal', '35 fire', 'spin - fire', '40 crunch - dark', '45 fire', 'lash - fire', '50 lunge - bug', '55 burn up - fire']"
centiskorch	|	"['basic ability 1: flame body', 'basic ability 2: magma armor', 'adv ability 1: flash fire', 'adv ability 2: white smoke', 'high ability: heat mirage']"	|	"['1 - sizzlipede', '2 - centiskorch minimum 30']"	|	"['grassland', 'forest']"	|	"['5 wrap - normal', '10 bite - dark', '15 flame wheel - fire', '2 0 bug', 'bite - bug', '25 coil - poison', '3 2 slam - normal', '3 9 fire', 'spin - fire', '4 6 crunch - dark', '53 fire', 'lash - fire', '6 0 lunge - bug', '67 burn up - fire']"
clobbopus	|	"['basic ability 1: limber', 'basic ability 2: inner focus', 'adv ability 1: technician', 'adv ability 2: delayed reaction', 'high ability: regenerator']"	|	"['1 - clobbopus', '2 - grapploct minimum 30']"	|	['ocean']	|	"['1 rock', 'smash - fighting', '1 leer - normal', '5 feint - normal', '1 0 bind - normal', '1 5 detect - fighting', '20 brick break - fighting', '25 b ulk up - fighting', '30 submission - fighting', '35 taunt - dark', '40 reversal - fighting', '45 superpower - fighting'']"
grapploct	|	"['basic ability 1: limber', 'basic ability 2: inner focus', 'adv ability 1: technician', 'adv ability 2: analytic', 'high ability: regenerator']"	|	"['1 - clobbopus', '2 - grapploct minimum 30']"	|	['ocean']	|	"['evo octolock - fighting', '5 feint - normal', '10 bind - normal', '15 detect - fighting', '20 brick break - fighting', '25 bulk up - fighting', '30 submission - fighting', '35 taunt - dark', '40 reversal - fighting', '45 superpower - fighting', '50 topsy-turvy - dark']"
sinistea	|	"['basic ability 1: weak armor', 'basic ability 2: cursed body', 'adv ability 1: liquid ooze', 'adv ability 2: natural cure', 'high ability: poison touch']"	|	"['1 - sinistea', '2 - polteageist minimum 25']"	|	['urban']	|	"['1 astonish - ghost', '1 withdraw - water', '6 aromatic mist - fairy', '1 2 mega drain - grass', '1 8 protect - normal', '24 sucker punch - dark', '30 aromatherapy - grass', '36 giga drain - grass', '42 nasty plot - dark', '48 shadow ball - ghost', '54 memento - dark', '60 shell smash - normal']"
polteageist	|	"['basic ability 1: weak armor', 'basic ability 2: cursed body', 'adv ability 1: liquid ooze', 'adv ability 2: natural cure', 'high ability: poison touch']"	|	"['1 - sinistea', '2 - polteageist minimum 25']"	|	['urban']	|	"['evo teatime - normal', '6 aromatic mist - fairy', '12 mega drain - grass', '18 protect - normal', '24 sucker punch - dark', '30 aromatherapy - grass', '36 giga drain - grass', '42 nasty plot - dark', '48 shadow ball - ghost', '54 memento - dark', '60 shell smash - normal', '66 curse - ghost']"
hatenna	|	"['basic ability 1: anticipation', 'basic ability 2: run away', 'adv ability 1: healer', 'adv ability 2: gentle vibe', 'high ability: magic bounce']"	|	"['1 - hatenna', '2 - hattrem minimum 20', '2 - hatterene minimum 40']"	|	['forest']	|	"['1 confusion - psychic', '1 play nice - fairy', '5 life dew - water', '1 0 disarming voice - fairy', '1 5 aromatherapy - grass', '20 psybeam - psychic', '25 heal pulse - psychic', '30 dazzling gleam - fairy', '35 calm mind - psychic', '40 psychic', '- psychic', '45 healing wish - psychic']"
hattrem	|	"['basic ability 1: anticipation', 'basic ability 2: cruelty', 'adv ability 1: healer', 'adv ability 2: prime fury', 'high ability: magic bounce']"	|	"['1 - hatenna', '2 - hattrem minimum 20', '2 - hatterene minimum 40']"	|	['forest']	|	"['evo brutal swing - dark', '5 life de w - water', '10 disarming voice - fairy', '15 aromatherapy - grass', '20 psybeam - psychic', '25 heal pulse - psychic', '30 dazzling gleam - fairy', '3 7 calm mind - psychic', '4 4 psychic', '- psychic', '51 healing wish - psychic']"
hatterene	|	"['basic ability 1: anticipation', 'basic ability 2: cruelty', 'adv ability 1: healer', 'adv ability 2: prime fury', 'high ability: magic bounce']"	|	"['1 - hatenna', '2 - hattrem minimum 20', '2 - hatterene minimum 40']"	|	['forest']	|	"['evo psycho cut - psychic', '5 life dew - water', '10 disarming voice - fairy', '15 aromatherapy - grass', '20 psybeam - psychic', '25 heal pulse - psychic', '30 dazzling gleam - fairy', '37 calm mind - psychic', '4 2 psychic', '- psychic', '55 healing wish - psychic', '64 magic powder - psychic']"
impidimp	|	"['basic ability 1: frisk', 'basic ability 2: decoy', 'adv ability 1: pickpocket', 'adv ability 2: weird power', 'high ability: prankster']"	|	"['1 - impidimp', '2 - morgrem minimum 20', '3 - grimmsnarl minimum 4 0']"	|	"['forest', 'urban']"	|	"['1 fake out - normal', '1 confide - normal', '4 bite - dark', '8 flatter - dark', '1 2 fake tears - dark', '1 6 assurance - dark', '20 swagger - normal', '24 sucker punch - dark', '28 torment - dark', '32 dark', 'pulse - dark', '36 nasty plot - dark', '40 play rough - fairy', '44 foul play - dark']"
morgrem	|	"['basic ability 1: frisk', 'basic ability 2: decoy', 'adv ability 1: pickpocket', 'adv ability 2: weird power', 'high ability: prankster']"	|	"['1 - impidimp', '2 - morgrem minimum 20', '3 - grimmsnarl minimum 40']"	|	"['forest', 'urban']"	|	"['evo false surrender - dark', '4 bite - dark', '8 flatter - dark', '12 fake tears - dark', '16 assurance - dark', '20 swagger - normal', '24 sucker punch - dark', '28 torment - dark', '3 3 dark', 'pulse - dark', '40 nasty plot - dark', '4 6 play rough - fairy', '52 foul play - dark']"
grimmsnarl	|	"['basic ability 1: frisk', 'basic ability 2: defiant', 'adv ability 1: pickpocket', 'adv ability 2: bully', 'high ability: prankster']"	|	"['1 - impidimp', '2 - morgrem minimum 20', '3 - grimmsnarl minimum 40']"	|	"['forest', 'urban']"	|	"['evo spirit break - fairy', '4 bite - dark', '8 flatter - dark', '12 fake tears - dark', '16 assurance - dark', '20 swagger - normal', '24 sucker punch - dark', '28 torment - dark', '3 3 dark', 'pulse - dark', '40 nasty plot - dark', '4 8 play rough - fairy', '56 foul play - dark', '60 hammer arm - fighting']"
milcery	|	"['basic ability 1: sweet veil', 'basic ability 2: aroma veil', 'adv ability 1: spinning dance', 'adv ability 2: flavorful aroma', 'high ability: absorb force']"	|	"['1 - milcery', '2 - alcremie minimum 20']"	|	['urban']	|	"['1 tackle - normal', '1 aromatic mist - fairy', '5 sweet kiss - fairy', '1 0 sweet scent - normal', '1 5 draining kiss - fairy', '20 aromatherapy - grass', '25 attract - normal', '30 acid armor - poison', '35 dazzling gleam - fairy', '40 recover - normal', '45 misty terrain - fairy', '50 entrainment - normal']"
alcremie	|	"['basic ability 1: sweet veil', 'basic ability 2: aroma veil', 'adv ability 1: cherry power', 'adv ability 2: flavorful aroma', 'high ability: absorb force']"	|	"['1 - milcery', '2 - alcremie minimum 20']"	|	['urban']	|	"['evo decorate - normal', '5 sweet kiss - fairy', '10 sweet scent - normal', '15 draining kiss - fairy', '20 aromatherapy - grass', '25 attract - normal', '30 acid armor - poison', '35 dazzling gleam - fairy', '40 recover - normal', '45 misty terrain - fairy', '50 entrainment - normal']"
falinks	|	"['basic ability 1: battle armor', 'basic ability 2: teamwork', 'adv ability 1: defiant', 'adv ability 2: pack hunt', 'high ability: bulletproof']"	|	['1 - falinks']	|	['mountain']	|	"['1 tackle - normal', '1 protect - normal', '5 rock', 'smash - fighting', '1 0 focus energy - normal', '1 5 headbutt - normal', '20 bulk up - fighting', '25 endure - normal', '30 reversal - fighting', '35 first impression - bug', '40 no retreat - fighting', '45 iron defense - steel', '50 close combat - fighting', '55 megahorn - bug', '60 counter - fighting']"
pincurchin	|	"['basic ability 1: static', 'basic ability 2: lightning rod', 'adv ability 1: iron barbs', 'adv ability 2: water absorb', 'high ability: electric surge']"	|	['1 - pincurchin']	|	['ocean']	|	"['1 peck - flying', '1 thunder shock - electric', '5 water', 'gun - water', '1 0 charge - electric', '1 5 fury attack - normal', '20 spark - electric', '25 bubble beam - water', '30 recover - normal', '35 curse - ghost', '40 electric', 'terrain - electric', '45 poison', 'jab - poison', '50 zing zap - electric', '55 acupressure - normal', '60 discharge - electric']"
snom	|	"['basic ability 1: shield dust', 'basic ability 2: ice shield', 'adv ability 1: ice scales', 'adv ability 2: permafrost', 'high ability: frostbite']"	|	"['1 - snom', '2 - frosmoth minimum 20']"	|	"['taiga', 'tundra']"	|	"['1 powder snow - ice', '1 struggle bug - bug']"
